TYPE	CORPUS	TEXTCODE	original_arabish	CODE	original_WORDS	original_TOKEN	POS	original_LEMMA	nota radice	GOVERNORATE	original_GOVERNORATE	AGE_RANGE	GENDER
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130202	ana	arabizi	انا	انا	PRON_1S	هو	انا	Tunis	Tunis	-25	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130304	allah	arabizi	الله	الله	NOUN_PROP	الله	NOUN_PROP	NO_Tunis	Jendouba	-25	F
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130304	ghalib	arabizi	غالب	غالب	ADJ	غالب	غلب	NO_Tunis	Jendouba	-25	F
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130304	ettwinsa	arabizi	التوانسة	ال'+توانسة	DET'+NOUN-NSUFF_FEM_SG	تونسي	تونس	NO_Tunis	Jendouba	-25	F
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130304	tab3ou	arabizi	تبعوا	تبعوا	PV-PVSUFF_SUBJ:3P	تبع	تبع	NO_Tunis	Jendouba	-25	F
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130304	kan	arabizi	كان	كان	RESTRIC_PART	كان	كون	NO_Tunis	Jendouba	-25	F
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130304	fil	arabizi	فال	في'+ال	PREP'+DET	في	في	NO_Tunis	Jendouba	-25	F
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130304	hajat	arabizi	حاجات	حاجات	NOUN-NSUFF_FEM_PL	حاجة	حوج	NO_Tunis	Jendouba	-25	F
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130304	ettafha	arabizi	التافهة	ال'+تافهة	DET'+ADJ-NSUFF_FEM_SG	تافه	تفه	NO_Tunis	Jendouba	-25	F
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130304	w	arabizi	و	و	CONJ	و	و	NO_Tunis	Jendouba	-25	F
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130304	enkabchou	arabizi	نكبشوا	نكبشوا	IV1P-IV-IVSUFF_SUBJ:P	كبش	كبش	NO_Tunis	Jendouba	-25	F
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130304	faha	arabizi	فيها	في'+ها	PREP'+PRON_3FS	في	في	NO_Tunis	Jendouba	-25	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130202	emna	arabizi	امنة	امنة	NOUN_PROP	امنة	NOUN_PROP	Tunis	Tunis	-25	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130202	sehir	arabizi	سهير	سهير	NOUN_PROP	سهير	NOUN_PROP	NO_Tunis	Nicaragua	-25	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130202	ibrahim	arabizi	ابراهيم	ابراهيم	NOUN_PROP	ابراهيم	NOUN_PROP	/	/	/	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130202	ikhhhhhhhhhhh	arabizi	اخهههه	اخههه	INTERJ	اخههه	INTERJ	Tunis	Tunis	25-35	F
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130202	tfouh	arabizi	تفوه	تفوه	INTERJ	تفوه	INTERJ	Tunis	Tunis	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130208	si	foreign	si	foreign	foreign	foreign	foreign	NO_Tunis	Kairouan	-25	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130128	el7imar	arabizi	الحمار	ال'+حمار	DET'+NOUN	حمار	حمر	Tunis	Tunis	35-50	F
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130128	kan	arabizi	كان	كان	PV-PVSUFF_SUBJ:3MS	كان	كون	Tunis	Tunis	35-50	F
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130128	li	arabizi	ل	ل	PREP	ل	ل	Tunis	Tunis	35-50	F
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130128	rakib	arabizi	ركب	ركب	NOUN	ركب	ركب	Tunis	Tunis	35-50	F
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130128	li7mar	arabizi	الحمار	ال'+حمار	DET'+NOUN	حمار	حمر	Tunis	Tunis	35-50	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130128	1	arabizi	1	1	NOUN_NUM	NOUN_NUM	NOUN_NUM	NO_Tunis	Kasserine	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130128	4	arabizi	4	4	NOUN_NUM	NOUN_NUM	NOUN_NUM	NO_Tunis	Nabeul	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130128	3	arabizi	3	3	NOUN_NUM	NOUN_NUM	NOUN_NUM	NO_Tunis	Kasserine	-25	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130128	4	arabizi	4	4	NOUN_NUM	NOUN_NUM	NOUN_NUM	NO_Tunis	Béja	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130128	4	arabizi	4	4	NOUN_NUM	NOUN_NUM	NOUN_NUM	NO_Tunis	Sousse	/	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130128	4	arabizi	4	4	NOUN_NUM	NOUN_NUM	NOUN_NUM	NO_Tunis	Sidi_Bouzid	50+	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tounsi.nabar.page.officilel.json	20130128	4	arabizi	4	4	NOUN_NUM	NOUN_NUM	NOUN_NUM	Tunis	Tunis	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20190604	Lotf	arabizi	لطف	لطف	NOUN	لطف	لطف	NO_Tunis	Bizerte	/	F
facebook	parsed_texts_tv.tounisia.json	20190604	ya	arabizi	يا	يا	VOC_PART	يا	يا	NO_Tunis	Bizerte	/	F
facebook	parsed_texts_tv.tounisia.json	20190604	rabi	arabizi	ربّي	ربّ'+ي	NOUN'+POSS_PRON_1S	ربّ	ربب	NO_Tunis	Bizerte	/	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20180601	Wellew	arabizi	ولّاوا	ولّاوا	PV-PVSUFF_SUBJ:3P	ولّى	ولي	Tunis	Tunis	/	F
facebook	parsed_texts_tv.tounisia.json	20180601	libya	arabizi	ليبيا	ليبيا	NOUN_PROP	ليبيا	NOUN_PROP	Tunis	Tunis	/	F
facebook	parsed_texts_tv.tounisia.json	20180601	yitmikou	arabizi	يتميكوا	يتميكوا	IV3P-IV-IVSUFF_SUBJ:P	تمنيك	مني	Tunis	Tunis	/	F
facebook	parsed_texts_tv.tounisia.json	20180601	3la	arabizi	على	على	PREP	على	علي	Tunis	Tunis	/	F
facebook	parsed_texts_tv.tounisia.json	20180601	touansa	arabizi	توانسة	توانسة	NOUN-NSUFF_FEM_SG	تونسي	تونس	Tunis	Tunis	/	F
facebook	parsed_texts_tv.tounisia.json	20180601	alors	foreign	alors	foreign	foreign	foreign	foreign	Tunis	Tunis	/	F
facebook	parsed_texts_tv.tounisia.json	20180601	que	foreign	que	foreign	foreign	foreign	foreign	Tunis	Tunis	/	F
facebook	parsed_texts_tv.tounisia.json	20180601	c	foreign	c	foreign	foreign	foreign	foreign	Tunis	Tunis	/	F
facebook	parsed_texts_tv.tounisia.json	20180601	etait	foreign	etait	foreign	foreign	foreign	foreign	Tunis	Tunis	/	F
facebook	parsed_texts_tv.tounisia.json	20180601	le	foreign	le	foreign	foreign	foreign	foreign	Tunis	Tunis	/	F
facebook	parsed_texts_tv.tounisia.json	20180601	contraire	foreign	contraire	foreign	foreign	foreign	foreign	Tunis	Tunis	/	F
facebook	parsed_texts_tv.tounisia.json	20180601	sobhana	arabizi	سبحان	سبحان	NOUN	سبحان	سبح	Tunis	Tunis	/	F
facebook	parsed_texts_tv.tounisia.json	20180601	allah	arabizi	الله	الله	NOUN_PROP	الله	NOUN_PROP	Tunis	Tunis	/	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20180601	Tizirine	arabizi	تزرين	تزرين	NOUN_PROP	تزرين	NOUN_PROP	NO_Tunis	Algeria	/	F
facebook	parsed_texts_tv.tounisia.json	20180601	Naima	arabizi	نعيمة	نعيمة	NOUN_PROP	نعيمة	NOUN_PROP	NO_Tunis	Algeria	/	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20180601	Soufyane	arabizi	سفيان	سفيان	NOUN_PROP	سفيان	NOUN_PROP	NO_Tunis	Morocco	-25	F
facebook	parsed_texts_tv.tounisia.json	20180601	Boutabaa	arabizi	بوتبع	بوتبع	NOUN_PROP	بوتبع	NOUN_PROP	NO_Tunis	Morocco	-25	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20180601	C'est	foreign	C'est	foreign	foreign	foreign	foreign	NO_Tunis	Sfax	35-50	F
facebook	parsed_texts_tv.tounisia.json	20180601	raouf	arabizi	رؤوف	رؤوف	NOUN_PROP	رؤوف	NOUN_PROP	NO_Tunis	Sfax	35-50	F
facebook	parsed_texts_tv.tounisia.json	20180601	kouka	arabizi	كوكا	كوكا	NOUN_PROP	كوكا	NOUN_PROP	NO_Tunis	Sfax	35-50	F
facebook	parsed_texts_tv.tounisia.json	20180601	illi	arabizi	اللي	اللي	REL_PRON	اللي	اللي	NO_Tunis	Sfax	35-50	F
facebook	parsed_texts_tv.tounisia.json	20180601	amelha	arabizi	عملها	عمل'+ها	PV-PVSUFF_SUBJ:3MS'+PVSUFF_DO:3FS	عمل	عمل	NO_Tunis	Sfax	35-50	F
facebook	parsed_texts_tv.tounisia.json	20180601	un	foreign	un	foreign	foreign	foreign	foreign	NO_Tunis	Sfax	35-50	F
facebook	parsed_texts_tv.tounisia.json	20180601	tunisien	foreign	tunisien	foreign	foreign	foreign	foreign	NO_Tunis	Sfax	35-50	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20180601	Senda	arabizi	سندة	سندة	NOUN_PROP	سندة	NOUN_PROP	NO_Tunis	Gabès	-25	F
facebook	parsed_texts_tv.tounisia.json	20180601	Amorri	arabizi	عموري	عموري	NOUN_PROP	عموري	NOUN_PROP	NO_Tunis	Gabès	-25	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20180601	Ya	arabizi	يا	يا	VOC_PART	يا	يا	NO_Tunis	Sidi_Bouzid	/	F
facebook	parsed_texts_tv.tounisia.json	20180601	wlhi	arabizi	والله	والله	INTERJ	والله	INTERJ	NO_Tunis	Sidi_Bouzid	/	F
facebook	parsed_texts_tv.tounisia.json	20180601	7all	arabizi	حل	حل	CV2S-CV	حل	حلل	NO_Tunis	Sidi_Bouzid	/	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20180601	Roua	arabizi	رؤى	رؤى	NOUN_PROP	رؤى	NOUN_PROP	NO_Tunis	Sousse	-25	F
facebook	parsed_texts_tv.tounisia.json	20180601	DHif	arabizi	ضيف	ضيف	NOUN_PROP	ضيف	NOUN_PROP	NO_Tunis	Sousse	-25	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20180601	Ma	arabizi	ما	ما	ABBREV	مروى	ABBREV	NO_Tunis	Bizerte	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	Rwa	arabizi	رواء	رواء	ABBREV	مروى	ABBREV	NO_Tunis	Bizerte	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20180601	hhhhhhhhhhhhhhhhhhhhhh	arabizi	هههه	هههه	INTERJ	هههه	INTERJ	Tunis	Tunis	-25	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20180601	https	foreign	https	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	:	arabizi	:	:	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	/	arabizi	/	/	SYM	SYM	SYM	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	/	arabizi	/	/	SYM	SYM	SYM	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	m	foreign	m	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	.	arabizi	.	.	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	facebook	arabizi	فايسبوك	فايسبوك	NOUN_PROP	فايسبوك	NOUN_PROP	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	.	arabizi	.	.	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	com	foreign	com	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	/	arabizi	/	/	SYM	SYM	SYM	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	story	foreign	story	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	.	arabizi	.	.	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	php	foreign	php	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	?	arabizi	؟	؟	NOUN_NUM	PUNC	NOUN_NUM	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	story_fbid	foreign	story_fbid	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	0	arabizi	0	0	NOUN_NUM	NOUN_NUM	NOUN_NUM	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	444623716310146	arabizi	444623716310146	444623716310146	NOUN_PROP	444623716310146	NOUN_PROP	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	&	arabizi	&	&	SYM	SYM	SYM	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	id	foreign	id	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	0	arabizi	0	0	NOUN_NUM	NOUN_NUM	NOUN_NUM	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	100022875633597	arabizi	100022875633597	100022875633597	NOUN_PROP	100022875633597	NOUN_PROP	Tunis	Tunis	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20180601	Marwa	arabizi	مروى	مروى	NOUN_PROP	مروى	NOUN_PROP	NO_Tunis	Gafsa	-25	F
facebook	parsed_texts_tv.tounisia.json	20180601	Massoud	arabizi	مسعود	مسعود	NOUN_PROP	مسعود	NOUN_PROP	NO_Tunis	Gafsa	-25	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20180601	Ahmed	arabizi	احمد	احمد	NOUN_PROP	احمد	NOUN_PROP	NO_Tunis	Ben_Arous	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	Khiari	arabizi	خياري	خياري	NOUN_PROP	خياري	NOUN_PROP	NO_Tunis	Ben_Arous	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	hhhhh	arabizi	هههه	هههه	INTERJ	هههه	INTERJ	NO_Tunis	Ben_Arous	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20180601	Islem	arabizi	اسلام	اسلام	NOUN_PROP	اسلام	NOUN_PROP	NO_Tunis	Nabeul	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	Gaf	arabizi	ڨاف	ڨاف	NOUN_PROP	ڨاف	NOUN_PROP	NO_Tunis	Nabeul	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	tetfakrou	arabizi	تتفكروا	تتفكروا	IV2P-IV-IVSUFF_SUBJ:P	فكّر	فكر	NO_Tunis	Nabeul	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	hedha	arabizi	هاذا	هاذا	DEM_PRON_3MS	هاذا	nan	NO_Tunis	Nabeul	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	rajel	arabizi	راجل	راجل	NOUN	راجل	رجل	NO_Tunis	Nabeul	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	twiti	arabizi	تويتي	تويتي	ADJ	تويتي	nan	NO_Tunis	Nabeul	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	eli	arabizi	اللي	اللي	REL_PRON	اللي	اللي	NO_Tunis	Nabeul	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	fl	arabizi	فال	في'+ال	PREP'+DET	في	في	NO_Tunis	Nabeul	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	public	foreign	public	foreign	foreign	foreign	foreign	NO_Tunis	Nabeul	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	mta3	arabizi	متاع	متاع	PREP	متاع	متع	NO_Tunis	Nabeul	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	tounsia	arabizi	تونسية	تونسية	ADJ-NSUFF_FEM_SG	تونسي	تونس	NO_Tunis	Nabeul	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20180601	Besma	arabizi	بسمة	بسمة	NOUN_PROP	بسمة	NOUN_PROP	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	Ardhawi	arabizi	عرضاوي	عرضاوي	NOUN_PROP	عرضاوي	NOUN_PROP	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	Najoua	arabizi	نجوى	نجوى	NOUN_PROP	نجوى	NOUN_PROP	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	Ardhaoui	arabizi	عرضاوي	عرضاوي	NOUN_PROP	عرضاوي	NOUN_PROP	Tunis	Tunis	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	😂😂😂😂😂😂	emotag	😂😂😂😂😂😂	emotag	emotag	emotag	emotag	Tunis	Tunis	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20180601	😂😂😂😂😂😂😂😂😂😂😂	emotag	😂😂😂😂😂😂😂😂😂😂😂	emotag	emotag	emotag	emotag	NO_Tunis	Jendouba	-25	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20180601	EmNa	arabizi	امنا	امنا	NOUN_PROP	امنا	NOUN_PROP	NO_Tunis	Nabeul	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	Zehi	arabizi	زاهي	زاهي	NOUN_PROP	زاهي	NOUN_PROP	NO_Tunis	Nabeul	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	Skhiri	arabizi	صخيري	صخيري	NOUN_PROP	صخيري	NOUN_PROP	NO_Tunis	Nabeul	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	tfarj	arabizi	تفرج	تفرج	CV2S-CV	تفرج	فرج	NO_Tunis	Nabeul	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	hhhhhh	arabizi	هههه	هههه	INTERJ	هههه	INTERJ	NO_Tunis	Nabeul	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20180601	Bravo	foreign	Bravo	foreign	foreign	foreign	foreign	NO_Tunis	Sidi_Bouzid	35-50	F
facebook	parsed_texts_tv.tounisia.json	20180601	raoufff	arabizi	رؤوف	رؤوف	NOUN_PROP	رؤوف	NOUN_PROP	NO_Tunis	Sidi_Bouzid	35-50	F
facebook	parsed_texts_tv.tounisia.json	20180601	koukka	arabizi	كوكا	كوكا	NOUN_PROP	كوكا	NOUN_PROP	NO_Tunis	Sidi_Bouzid	35-50	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20180601	Sahar	arabizi	سحر	سحر	NOUN_PROP	سحر	NOUN_PROP	NO_Tunis	Bizerte	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	Ben	arabizi	بن	بن	NOUN_PROP	بن	NOUN_PROP	NO_Tunis	Bizerte	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	Fadhel	arabizi	فاضل	فاضل	NOUN_PROP	فاضل	NOUN_PROP	NO_Tunis	Bizerte	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20180601	Faisal	arabizi	فيصل	فيصل	NOUN_PROP	فيصل	NOUN_PROP	NO_Tunis	Libya	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	Wershfane	arabizi	ورشفان	ورشفان	NOUN_PROP	ورشفان	NOUN_PROP	NO_Tunis	Libya	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	😂😂😂😂	emotag	😂😂😂😂	emotag	emotag	emotag	emotag	NO_Tunis	Libya	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20180601	Wajd	arabizi	وجد	وجد	NOUN_PROP	وجد	NOUN_PROP	NO_Tunis	Mahdia	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	Ouna	arabizi	ونا	ونا	NOUN_PROP	ونا	NOUN_PROP	NO_Tunis	Mahdia	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20180601	Ràhma	arabizi	رحمة	رحمة	NOUN_PROP	رحمة	NOUN_PROP	NO_Tunis	Monastir	25-35	F
facebook	parsed_texts_tv.tounisia.json	20180601	Hàmidou	arabizi	حمدوا	حمدوا	NOUN_PROP	حمدوا	NOUN_PROP	NO_Tunis	Monastir	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20180601	Keltoum	arabizi	كلثوم	كلثوم	NOUN_PROP	كلثوم	NOUN_PROP	NO_Tunis	Morocco	/	F
facebook	parsed_texts_tv.tounisia.json	20180601	Nawhi	arabizi	ناوحي	ناوحي	NOUN_PROP	ناوحي	NOUN_PROP	NO_Tunis	Morocco	/	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
facebook	parsed_texts_tv.tounisia.json	20190703	Le	foreign	Le	foreign	foreign	foreign	foreign	NO_Tunis	Ben_Arous	50+	F
facebook	parsed_texts_tv.tounisia.json	20190703	compte	foreign	compte	foreign	foreign	foreign	foreign	NO_Tunis	Ben_Arous	50+	F
facebook	parsed_texts_tv.tounisia.json	20190703	est	foreign	est	foreign	foreign	foreign	foreign	NO_Tunis	Ben_Arous	50+	F
facebook	parsed_texts_tv.tounisia.json	20190703	bon	foreign	bon	foreign	foreign	foreign	foreign	NO_Tunis	Ben_Arous	50+	F
facebook	parsed_texts_tv.tounisia.json	20190703	!	arabizi	!	!	PUNC	PUNC	PUNC	NO_Tunis	Ben_Arous	50+	F
facebook	parsed_texts_tv.tounisia.json	20190703	Hhhhhh	arabizi	هههه	هههه	INTERJ	هههه	INTERJ	NO_Tunis	Ben_Arous	50+	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
